taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Temperature Range	Genome Size    assembled	Gene Count    assembled	
2728369541	Archaea	Finished	Hyperthermophilic Sulfolobus solfataricus P1 a model crenarchaeal organism	Sulfolobus solfataricus P1	Institute of Biology Denmark	2728369541	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus		3034024	3369	
2639762709	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Marine Group II euryarchaeon SCGC AB-629-J06 - v2 unscreened	Bigelow Laboratory Single Cell Genomics Center SCGC DOE Joint Genome Institute JGI	2639762709	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group II euryarchaeote SCGC AB-629-J06		316155	377	
2684622712	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05A_C04	University of Illinois Urbana-Champaign	2684622712	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2203701	2454	
2534682141	Archaea	Permanent Draft	Haloferax denitrificans ATCC 35960	Haloferax denitrificans S1	University of California Davis	2534682141	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax denitrificans	Mesophile	3825973	3820	
2693430067	Archaea	Permanent Draft	Development of a pipeline for high-throughput recovery of near-complete and complete microbial genomes from complex metagenomic datasets	Euryarchaeota archaeon JGI CrystG Aug3-3-C16 unscreened	DOE Joint Genome Institute JGI	2693430067	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon JGI CrystG Aug3-3-C16		171500	196	
2502422326	Archaea	Draft	Hypersaline water microbial communities from Lake Tyrrell Victoria Australia	Candidatus Nanosalina sp J07AB43 J07NFR43	US Department of Energy DOE	2502422326	Candidatus Nanohaloarchaeota	Nanohaloarchaea	unclassified	unclassified	Candidatus Nanosalina	Candidatus Nanosalina sp J07AB43		1227157	1739	
2554235488	Archaea	Permanent Draft	Haloarchaeal genomes	Natrinema altunense JCM 12890	University of California Davis	2554235488	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema altunense	Mesophile	3774970	3785	
2648501541	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AB-663-N18 contamination screened	DOE Joint Genome Institute JGI	2648501541	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AB-663-N18		188745	221	
2645727536	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina siciliae HI350	University of Illinois Urbana-Champaign	2645727536	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae		4941115	4244	
2636415715	Archaea	Permanent Draft	Haloarcula salaria H5-DGR Genome sequencing	Haloarcula salaria H5-DGR	Directorate of Groundnut Research Indian Council of Agricultural Research	2636415715	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula salaria		4091500	6088	
2634166507	Archaea	Finished	Geoglobus acetivorans SBH6	Geoglobus acetivorans SBH6	Russian Academy of Science Centre Bioengineering	2634166507	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus acetivorans		1860815	2276	
2721756039	Archaea	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre Station ALOHA	Thermoplasmata archaea JGI 04_M4 contamination screened	DOE Joint Genome Institute JGI	2721756039	Euryarchaeota	Thermoplasmata	unclassified	unclassified	unclassified	unclassified		824776	763	
2716884885	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AC-337_F14v2 unscreened	DOE Joint Genome Institute JGI	2716884885	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-337_F14		579921	708	
2728369327	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-27	DOE Joint Genome Institute JGI	2728369327	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-27		2360045	2634	
2264867069	Archaea	Permanent Draft	GEBA-MDM	Nanoarchaeota archaeon SCGC AAA011-L22 contamination screened DUSEL_001_192	DOE Joint Genome Institute JGI	2264867069	Nanoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		348121	495	
2554235483	Archaea	Permanent Draft	Haloarchaeal genomes	Natrialba asiatica DSM 12278	University of California Davis	2554235483	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba asiatica	Mesophile	4404175	4224	
2509601048	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes revised part 2	Natrinema pellirubrum 157	DOE Joint Genome Institute JGI	2509601048	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema pellirubrum	Mesophile	4354100	4461	
2524023098	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp SCGC AAA288-M04 unscreened	Marine Biological Laboratory	2524023098	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA288-M04		317898	621	
2522572194	Archaea	Permanent Draft	Obsidian Pool Nanoarchaeota	Candidatus Nanobsidianus stetteri unscreened Final anotation based on arCOG	HudsonAlpha Institute for Biotechnology	2522572194	Nanoarchaeota	unclassified	Nanoarchaeales	Nanopusillaceae	Candidatus Nanobsidianus	Candidatus Nanobsidianus stetteri	Hyperthermophile	593790	702	
2731639231	Archaea	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Marine group I1a Thaumarchaeota archaeon SCGC AG-485_G10 contamination screened	DOE Joint Genome Institute JGI	2731639231	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	uncultured Candidatus Nitrosopumilus sp		922725	1175	
2634166670	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AC-728-E05 unscreened	Bigelow Laboratory Single Cell Genomics Center SCGC DOE Joint Genome Institute JGI	2634166670	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-728-E05		890087	1124	
2634166689	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AD-113-N16 unscreened	Bigelow Laboratory Single Cell Genomics Center SCGC DOE Joint Genome Institute JGI	2634166689	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AD-113-N16		402322	483	
2639762639	Archaea	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia USA	Haloferax larsenii CDM_5	DOE Joint Genome Institute JGI	2639762639	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax larsenii		3894077	4022	
2684622511	Archaea	Finished	Thermococcus barophilus Genome sequencing	Thermococcus barophilus CH5	Ecole Normale Superieure de Lyon	2684622511	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus barophilus		2388527	2754	
2728369738	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Pyrobaculum sp GMQ bins_6	Beijing Novogene Bioinformatics Technology Co Ltd	2728369738	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	unclassified		1381939	1728	
2264867227	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-J08 contamination screened GBS-N_001_19	DOE Joint Genome Institute JGI	2264867227	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		252228	282	
2681813394	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA259A05	King Abdullah University of Science and Technology	2681813394	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA259A05		1161635	1482	
2663763517	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei YBBFA27	University of Illinois Urbana-Champaign	2663763517	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4026044	3518	
2524614637	Archaea	Permanent Draft	Sulfolobales archaeon Acd1 Genome sequencing	Sulfolobales archaeon Acd1	Oak Ridge National Laboratory	2524614637	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	Sulfolobales archaeon Acd1		1506462	1748	
648028041	Archaea	Finished	Methanothermobacter marburgensis Marburg DSM 2133	Methanothermobacter marburgensis Marburg DSM 2133	University of Gottingen	648028041	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter marburgensis	Thermophile	1639135	1806	
2681813017	Archaea	Permanent Draft	Vulcanisaeta genome project - The University of Tokyo	Vulcanisaeta sp JCM 16159	University of Tokyo	2681813017	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp JCM 16159		2247911	3911	
2718217670	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassified Bathyarchaeota JZ bin_23	Beijing Novogene Bioinformatics Technology Co Ltd	2718217670	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1461834	1602	
2681813115	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 1HA01	University of Illinois Urbana-Champaign	2681813115	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		3959597	3478	
2681813408	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA261F17	King Abdullah University of Science and Technology	2681813408	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA261F17		523733	655	
2593339206	Archaea	Permanent Draft	Rhizosphere Grand Challenge Single Cell Sequencing	Thaumarchaeota archaeum JGI 001001-B07	DOE Joint Genome Institute JGI	2593339206	Thaumarchaeota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp JGI 0001001-B07		848252	1049	
2770939522	Archaea	Permanent Draft	Metagenomes from anaerobic digester of solid waste	Methanosaeta sp BinDG074mb30	University of Toronto	2770939522	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix	unclassified		3275883	3218	
2728369309	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-35	DOE Joint Genome Institute JGI	2728369309	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-35		1703394	1970	
2728369299	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Candidatus Bathyarchaeota archaeon JdFR-07	DOE Joint Genome Institute JGI	2728369299	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-07		907597	1049	
2504557011	Archaea	Permanent Draft	YNP Site 19 Thermoproteales Type I	Thermoproteales Type I		2504557011	Crenarchaeota	Thermoprotei	Thermoproteales	unclassified	unclassified	unclassified		3218059	3894	
2609460254	Archaea	Permanent Draft	Metallosphaera sedula strainCuR1 Genome sequencing	Metallosphaera sedula	University of Nebraska-Lincoln	2609460254	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula		2191492	2422	
2721755881	Archaea	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre Station ALOHA	Thaumarchaeota archaea JGI 01_B9 contamination screened	DOE Joint Genome Institute JGI	2721755881	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		269618	404	
2690315685	Archaea	Permanent Draft	Haloferax sp SB29 genome sequencing	Haloferax sp SB29	King Abdulah University of Science and Technology Red Sea Research Center Saudi Arabia	2690315685	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp SB29		3697243	4081	
2667527400	Archaea	Permanent Draft	Methanobrevibacter sp YE315 Genome Sequence	Methanobrevibacter sp YE315	Queensland Government	2667527400	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp YE315		2273296	1982	
2517572169	Archaea	Permanent Draft	Single cell draft genomes	Thermoplasmatales archaeon SCGC AB-539-N05 unscreened	Aarhus University GATC-Biotech AG Konstanz Germany	2517572169	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon SCGC AB-539-N05	Mesophile	801028	879	
2675903577	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA259D18	King Abdullah University of Science and Technology	2675903577	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA259D18		382865	465	
2617270915	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Halobacterium jilantaiense CGMCC 15337	DOE Joint Genome Institute JGI	2617270915	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium jilantaiense		2952792	3128	
646564547	Archaea	Finished	CSP_787660 Methanoarchaea	Methanocaldococcus infernus ME	DOE Joint Genome Institute JGI	646564547	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus infernus	Thermophile	1328194	1513	
2627853826	Archaea	Finished	Haloarcula sp CBA1115 Genome sequencing	Haloarcula sp CBA1115	Kyunghee University	2627853826	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp CBA1115		4225046	4320	
2512875005	Archaea	Draft	Hypersaline water microbial communities from Lake Tyrrell Victoria Australia	Haloquadratum walsbyi J07HQW1 version 2	US Department of Energy DOE	2512875005	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi		3475501	3635	
2651870297	Archaea	Draft	Water column microbial communities from Red Sea Saudi Arabia	Unclassified euryarchaeota Marine Group II REDSEA-S29_B8N9	King Abdullah University of Science and Technology	2651870297	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1103810	1244	
2728369302	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Euryarchaeota archaeon JdFR-20	DOE Joint Genome Institute JGI	2728369302	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon JdFR-20		1609686	2099	
2651870298	Archaea	Draft	Water column microbial communities from Red Sea Saudi Arabia	Unclassified euryarchaeota Marine Group II REDSEA-S30_B12	King Abdullah University of Science and Technology	2651870298	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1285140	1374	
2684622727	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_05	University of Illinois Urbana-Champaign	2684622727	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2216858	2472	
2522125044	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	Nanoarchaeota-NANO-r01 from OSP_14	US Department of Energy DOE	2522125044	Nanoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		130580	203	
2718217642	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassified Aigarchaeota JZ bin_40	Beijing Novogene Bioinformatics Technology Co Ltd	2718217642	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1471612	1617	
2531839093	Archaea	Permanent Draft	Halococcus morrhuae DSM 1307	Halococcus morrhuae DSM 1307	University of California Davis	2531839093	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus morrhuae	Mesophile	2991556	3079	
2721755437	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassfied Crenarchaeota JZ bin_37	Beijing Novogene Bioinformatics Technology Co Ltd	2721755437	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1581077	1747	
